Unique Key,Character,Pinyin,HSK 1 Words,HSK 2 Words,HSK 3 Words,HSK 4 Words, Definition
[4.03] 收,收,shōu,,,,收入、收、收拾,"gather together, collect; harvest"
[4.03] 改,改,gǎi,,,,改变、改,"change, alter; improve, remodel"
[4.03] 断,断,duàn,,,,判断,"sever, cut off; interrupt"
[4.03] 材,材,cái,,,,材料,"material, stuff; timber; talent"
[4.03] 符,符,fú,,,,符合,"i.d. tag, tally, symbol, charm"
[4.03] 紧,紧,jǐn,,,,紧张,"tense, tight, taut; firm, secure"
[4.03] 约,约,yuē,,,,约会、节约、大约、约,"treaty, agreement, covenant"
[4.03] 聘,聘,pìn,,,,应聘、招聘,"engage, employ; betroth"
[4.03] 诚,诚,chéng,,,,诚实,"sincere, honest; true, real"
[4.03] 负,负,fù,,,,负责,"load, burden; carry, bear"
[4.03] 责,责,zé,,,,负责、责任,"one's responsibility, duty"
[4.03] 首,首,shǒu,,,,首先、首都、首都机场,"head; first; leader, chief; a poem"
[4.04] 乱,乱,luàn,,,,乱,"confusion, state of chaos, revolt"
[4.04] 任,任,rèn,,,,责任、任何、任务,"trust to, rely on, appoint; to bear, duty, office; allow"
[4.04] 份,份,fèn,,,,份,"portion, part; duty"
[4.04] 保,保,bǎo,,,,保证、保、保护、环保,"protect, safeguard, defend, care"
[4.04] 全,全,quán,,,,完全、全部、全、安全,"maintain, keep whole or intact"
[4.04] 切,切,qiè,,,,一切,"cut, mince, slice, carve"
[4.04] 划,划,huà,,,,计划,to row or paddle boat; to scratch
[4.04] 利,利,"lì, li",,,,顺利、流利,"gains, advantage, profit, merit"
[4.04] 功,功,gōng,,,,成功、事半功倍、功夫,"achievement, merit, good result"
[4.04] 奖,奖,jiǎng,,,,奖金、奖,"prize, reward; give award to"
[4.04] 并,并,bìng,,,,并、并且,"combine, annex; also, what's more"
[4.04] 按,按,àn,,,,按时、按照、按,"put hand on, press down with hand"
[4.04] 消,消,xiāo,,,,消息,"vanish, die out; melt away"
[4.04] 甚,甚,shèn,,,,甚至,great extent; considerably
[4.04] 积,积,jī,,,,积累、积极,"accumulate, store up, amass"
[4.04] 累,累,lěi,,,,积累,"tired; implicate, involve; bother"
[4.04] 至,至,zhì,,,,甚至、至少,"reach, arrive; extremely, very"
[4.04] 计,计,jì,,,,计划、估计,"plan, plot; stratagem; scheme"
[4.04] 证,证,zhèng,,,,保证、证明、签证,"prove, confirm, verify; proof"
[4.04] 谈,谈,tán,,,,谈,talk; conversation; surname
[4.04] 资,资,zī,,,,工资,property; wealth; capital
[4.04] 赚,赚,zhuàn,,,,赚,"make money, earn; gain, profit"
[4.04] 醒,醒,xǐng,,,,提醒、醒,wake up; sober up; startle
[4.04] 金,金,jīn,,,,奖金、现金,gold; metals in general; money
[4.04] 顺,顺,shùn,,,,顺利、顺便、顺序,"obey, submit to, go along with"
[4.04] 验,验,yàn,,,,经验,"test, examine, inspect; verify"
[4.05] 价,价,jià,,,,价格、价钱,"price, value"
[4.05] 优,优,yōu,,,,优点、优秀,"superior, excellent; actor"
[4.05] 何,何,hé,,,,任何,"what, why, where, which, how"
[4.05] 光,光,guāng,,,,光、阳光,"light, brilliant, shine; only"
[4.05] 具,具,jù,,,,家具,"tool, implement; draw up, write"
[4.05] 制,制,zhì,,,,制冷,system; establish; overpower
[4.05] 台,台,tái,,,,台,platform; unit; term of address
[4.05] 味,味,wèi,,,,味道,"taste, smell, odor; delicacy"
[4.05] 寄,寄,jì,,,,寄,"send, transmit, mail; rely on"
[4.05] 尤,尤,yóu,,,,尤其,"especially, particularly"
[4.05] 广,广,guǎng,,,,广告、广东省、广播,"wide, extensive, broad; rad. 53"
[4.05] 折,折,zhé,,,,打折、折,"break off, snap; bend"
[4.05] 效,效,xiào,,,,效果、有效,"result, effect; effectiveness"
[4.05] 术,术,shù,,,,艺术、技术,"art, skill, special feat; method, technique"
[4.05] 标,标,biāo,,,,标准,"mark, symbol, label, sign; stand the bole of a tree"
[4.05] 沙,沙,shā,,,,沙发,"sand, gravel, pebbles; granulated"
[4.05] 肯,肯,kěn,,,,肯定,"willing; consent to, permit"
[4.05] 艺,艺,yì,,,,艺术,"art; talent, ability; craft"
[4.05] 萄,萄,,,,,葡萄,grapes
[4.05] 葡,葡,pú,,,,葡萄,grapes
[4.05] 虑,虑,lǜ,,,,考虑,"be concerned, worry about"
[4.05] 质,质,zhì,,,,质量,"matter, material, substance"
[4.05] 购,购,gòu,,,,购物、购买、购,"buy, purchase; hire"
[4.05] 费,费,fèi,,,,浪费、免费,"expenses, expenditures, fee"
[4.05] 邀,邀,yāo,,,,邀请,"invite, welcome; meet, intercept"
[4.05] 量,量,"liàng, liang",,,,质量、商量、数量,"measure, quantity, capacity"
[4.05] 际,际,jì,,,,实际、国际,"border, boundary, juncture"
[4.05] 龄,龄,líng,,,,年龄,age; years
[4.06] 之,之,zhī,,,,百分之、之,"marks preceding phrase as modifier of following phrase; it, him her, them; go to"
[4.06] 低,低,dī,,,,降低、低,"low; to lower, hang, bend, bow"
[4.06] 例,例,lì,,,,例如、例子,"precedent, example; regulation"
[4.06] 修,修,xiū,,,,修理,study; repair; cultivate
[4.06] 倍,倍,bèi,,,,倍、事半功倍,"times, fold, multiple times"
[4.06] 值,值,zhí,,,,值得,price
[4.06] 免,免,miǎn,,,,免费,spare; excuse from; evade
[4.06] 内,内,nèi,,,,内,inside
[4.06] 售,售,shòu,,,,售货员,sell
[4.06] 处,处,"chù, chu",,,,好处、处、到处,"place, locale; department"
[4.06] 尝,尝,cháng,,,,尝,"taste; experience, experiment"
[4.06] 扰,扰,rǎo,,,,打扰,"disturb, annoy, agitate"
[4.06] 持,持,chí,,,,支持、坚持,"sustain, support; hold, grasp"
[4.06] 支,支,zhī,,,,支持,"disperse, pay; support; branch"
[4.06] 柿,柿,shì,,,,西红柿,persimmon
[4.06] 汁,汁,zhī,,,,果汁,"juice, liquor, fluid, sap, gravy, sauce"
[4.06] 竟,竟,jìng,,,,竟然、究竟,"finally, after all, at last"
[4.06] 肤,肤,fū,,,,皮肤,"skin; superficial, shallow"
[4.06] 获,获,huò,,,,获得,"obtain, get, receive; seize"
[4.06] 袜,袜,wà,,,,袜子,"socks, stockings"
[4.06] 货,货,huò,,,,售货员、货,"goods, commodities, products"
[4.06] 降,降,jiàng,,,,降低、降落,"descend, fall, drop; lower, down"
[4.07] 严,严,yán,,,,严重、严格,"strict, rigorous, rigid; stern"
[4.07] 估,估,gū,,,,估计,"merchant; estimate, guess, presume"
[4.07] 减,减,jiǎn,,,,减肥、减、减轻、减少,"decrease, subtract, diminish"
[4.07] 反,反,fǎn,,,,反对、相反,"reverse, opposite, contrary, anti"
[4.07] 咳,咳,ké,,,,咳嗽,cough
[4.07] 嗽,嗽,sou,,,,咳嗽,"cough, gargle, clear throat"
[4.07] 帅,帅,shuài,,,,帅,"commander, commander-in-chief"
[4.07] 恼,恼,nǎo,,,,烦恼,"angered, filled with hate"
[4.07] 悔,悔,huǐ,,,,后悔,"repent, show remorse, regret"
[4.07] 户,户,hu,,,,窗户,door; family
[4.07] 抽,抽,chōu,,,,抽烟,"draw out, pull out; sprout"
[4.07] 指,指,zhǐ,,,,指,"finger, toe; point, indicate"
[4.07] 授,授,shòu,,,,教授,"give to, transmit; confer"
[4.07] 掉,掉,diào,,,,掉,"turn, move; shake, wag; drop down"
[4.07] 擦,擦,cā,,,,擦,"wipe, scrub, rub, scour; brush"
[4.07] 散,散,sàn,,,,散步,"scatter, disperse, break up"
[4.07] 既,既,jì,,,,既、既然,already; de facto; since; then
[4.07] 植,植,zhí,,,,植物,"plant, trees, plants; grow"
[4.07] 烟,烟,yān,,,,抽烟,"smoke, soot; opium; tobacco, cigarettes"
[4.07] 研,研,yán,,,,研究,"grind, rub; study, research"
[4.07] 神,神,shén,,,,精神,"spirit, god, supernatural being"
[4.07] 究,究,jiū,,,,研究、究竟,"examine, investigate"
[4.07] 窗,窗,chuāng,,,,窗户、窗,window
[4.07] 精,精,jīng,,,,精神、精彩,essence; semen; spirit
[4.07] 肚,肚,dù,,,,肚子,belly; abdomen; bowels
[4.07] 肥,肥,féi,,,,减肥,"fat, plump, obese; fertile"
[4.07] 苦,苦,kǔ,,,,辛苦、苦,"bitter; hardship, suffering"
[4.07] 血,血,xuè,,,,流血,blood; radical number 143
[4.07] 辛,辛,xīn,,,,辛苦,"bitter; toilsome, laborious; 8th heavenly stem"
[4.08] 亲,亲,qīn,,,,亲戚、母亲、父亲,"relatives, parents; intimate the hazel nut or filbert tree a thorny tree"
[4.08] 伤,伤,shāng,,,,伤心,"wound, injury; fall ill from"
[4.08] 傅,傅,fu,,,,师傅,"tutor, teacher; assist; surname"
[4.08] 压,压,yā,,,,压力,press; oppress; crush; pressure
[4.08] 命,命,mìng,,,,生命,"life; destiny, fate, luck; an order, instruction"
[4.08] 堵,堵,dǔ,,,,堵车、堵,"wall; stop, prevent; stop up"
[4.08] 巧,巧,qiǎo,,,,巧克力,"skillful, ingenious, clever"
[4.08] 忆,忆,yì,,,,回忆,"remember, reflect upon; memory"
[4.08] 态,态,tài,,,,态度,"manner, bearing, attitude"
[4.08] 愉,愉,yú,,,,愉快,"pleasant, delightful; please"
[4.08] 戚,戚,"qi, qī",,,,亲戚,relative; be related to; sad
[4.08] 景,景,jǐng,,,,景色、风景,"scenery, view; conditions"
[4.08] 松,松,sōng,,,,放松、轻松,pine tree; fir tree
[4.08] 此,此,cǐ,,,,因此,"this, these; in this case, then"
[4.08] 科,科,kē,,,,科学、科技,"section, department, science"
[4.08] 耐,耐,nài,,,,耐心,"endure, bear; resist; patient"
[4.08] 距,距,jù,,,,距离,distance; bird's spur
[4.09] 勇,勇,yǒng,,,,勇敢,"brave, courageous, fierce"
[4.09] 区,区,qū,,,,区别、郊区、小区,"area, district, region, ward"
[4.09] 取,取,qǔ,,,,取,"take, receive, obtain; select"
[4.09] 坚,坚,jiān,,,,坚持,"hard, strong, firm; resolute"
[4.09] 失,失,shī,,,,失败、失望,"lose; make mistake, neglect"
[4.09] 弃,弃,qì,,,,放弃,"reject, abandon, discard"
[4.09] 敢,敢,gǎn,,,,勇敢、敢,"to dare, venture; bold, brave"
[4.09] 暂,暂,zàn,,,,暂时,temporary
[4.09] 母,母,mǔ,,,,父母、母亲,mother; female elders; female
[4.09] 汗,汗,hàn,,,,汗,"perspiration, sweat"
[4.09] 父,父,fù,,,,父母、父亲,father; KangXi radical 88
[4.09] 确,确,què,,,,正确、确实、准确,"sure, certain; real, true"
[4.09] 程,程,chéng,,,,过程,"journey, trip; schedule, agenda"
[4.09] 篇,篇,piān,,,,篇,"chapter, section, essay, article"
[4.09] 许,许,xǔ,,,,许多、也许、允许,"allow, permit; promise; betroth"
[4.09] 贏,贏,yíng,,,,贏,"win; surplus, gain, profit"
[4.09] 败,败,bài,,,,失败,"be defeated, decline, fail"
[4.09] 迪,迪,dí,,,,爱迪生,"enlighten, advance; progress"
[4.09] 随,随,suí,,,,随便、随着,"follow, listen to, submit to"
[4.09] 餐,餐,cān,,,,餐、餐厅,"eat, dine; meal; food"
[4.09] 饼,饼,bǐng,,,,饼干,"rice-cakes, biscuits"
[4.10] 士,士,"shì, shi",,,,硕士、护士、博士,"scholar, gentleman; soldier"
[4.10] 奋,奋,fèn,,,,兴奋,"strive, exert effort; arouse"
[4.10] 将,将,jiāng,,,,将来,"will, going to, future; general"
[4.10] 展,展,zhǎn,,,,发展,"open, unfold; stretch, extend"
[4.10] 建,建,jiàn,,,,建议,"build, establish, erect, found"
[4.10] 拉,拉,lā,,,,拉,"pull, drag; seize, hold; lengthen"
[4.10] 拜,拜,bài,,,,礼拜天,"do obeisance, bow, kowtow"
[4.10] 案,案,àn,,,,答案,"table, bench; legal case"
[4.10] 橡,橡,xiàng,,,,橡皮,chestnut oak; rubber tree; rubber
[4.10] 永,永,yǒng,,,,永远,"long, perpetual, eternal, forever"
[4.10] 济,济,jì,,,,经济,"help, aid, relieve; ferry, cross"
[4.10] 由,由,yóu,,,,由于、由,"cause, reason; from"
[4.10] 硕,硕,shuò,,,,硕士,"great, eminent; large, big"
[4.10] 秀,秀,xiù,,,,优秀,"ear of grain; flowering, luxuriant; refined, elegant, graceful"
[4.10] 穷,穷,qióng,,,,穷,"poor, destitute, impoverished"
[4.10] 糖,糖,táng,,,,糖,sugar; candy; sweets
[4.10] 翻,翻,fān,,,,翻译,"flip over, upset, capsize"
[4.10] 职,职,zhí,,,,职业,"duty, profession; office, post"
[4.10] 译,译,yì,,,,翻译,translate; decode; encode
[4.10] 躺,躺,tǎng,,,,躺,"lie down, recline"
[4.10] 键,键,jiàn,,,,关键,"door bolt, lock bolt; key"
[4.11] 內,內,nèi,,,,內容,"inside, interior; domestic"
[4.11] 养,养,yǎng,,,,养成、养,"raise, rear, bring up; support"
[4.11] 则,则,zé,,,,否则,"rule, law, regulation; grades"
[4.11] 厅,厅,tīng,,,,客厅、餐厅,"hall, central room"
[4.11] 厉,厉,lì,,,,厉害,"whetstone; grind, sharpen; whet"
[4.11] 否,否,fǒu,,,,否则、是否,"not, no, negative; final particle"
[4.11] 填,填,tián,,,,填空、填,"fill in, fill up; make good"
[4.11] 增,增,zēng,,,,增加、增、增长,"increase, add to, augment"
[4.11] 序,序,xù,,,,顺序,"series, serial order, sequence"
[4.11] 彩,彩,cǎi,,,,精彩,"hue, color; variegated colors"
[4.11] 志,志,zhì,,,,杂志,"purpose, will, determination; annals"
[4.11] 杂,杂,zá,,,,复杂、杂志,"mixed, blended; mix, mingle"
[4.11] 猜,猜,cāi,,,,猜,"guess, conjecture, suppose; feel"
[4.11] 示,示,shì,,,,表示,"show, manifest; demonstrate"
[4.11] 章,章,zhāng,,,,文章,"composition; chapter, section"
[4.11] 著,著,zhù,,,,著名,manifest; (Cant.) to wear
[4.11] 论,论,lùn,,,,无论、讨论,debate; discuss; discourse
[4.11] 连,连,lián,,,,连,"join, connect; continuous; even"
[4.11] 阅,阅,yuè,,,,阅读,"examine, inspect, review, read"
[4.11] 限,限,xiàn,,,,有限,"boundary, limit, line"
[4.11] 页,页,yè,,,,页,"page, sheet, leaf; rad. no. 181"
[4.12] 仔,仔,zǐ,,,,仔细,"small thing, child; young animal"
[4.12] 勺,勺,sháo,,,,勺（子）,"spoon, ladle; unit of volume"
[4.12] 叶,叶,yè,,,,叶子,"to harmonize, to rhyme; to unite; (borrowed for) leaf"
[4.12] 惜,惜,xī,,,,可惜,"pity, regret, rue, begrudge"
[4.12] 死,死,sǐ,,,,死,die; dead; death
[4.12] 盐,盐,yán,,,,盐,salt
[4.12] 细,细,xì,,,,详细、仔细,"fine, tiny; slender, thin"
[4.12] 规,规,guī,,,,规定,"rules, regulations, customs, law"
[4.12] 言,言,yán,,,,语言,"words, speech; speak, say"
[4.12] 详,详,xiáng,,,,详细,"detailed, complete, thorough"
[4.12] 误,误,wù,,,,误会、错误,"err, make mistake; interfere"
[4.12] 达,达,dá,,,,达到,"arrive at, reach; intelligent; smooth, slippery"
[4.12] 部,部,bù,,,,全部、部分、部,"part, division, section"
[4.12] 释,释,shì,,,,解释,"interprete, elucidate; release"
[4.13] 众,众,zhòng,,,,观众,"multitude, crowd; masses, public"
[4.13] 偶,偶,ǒu,,,,偶尔,"accidentally, coincidently; an idol"
[4.13] 凉,凉,liáng,,,,凉茶、凉快,"cool, cold; disheartened"
[4.13] 剧,剧,jù,,,,京剧,"theatrical plays, opera, drama"
[4.13] 厚,厚,hòu,,,,厚,thick; substantial; greatly
[4.13] 基,基,jī,,,,基础,"foundation, base"
[4.13] 尔,尔,ěr,,,,偶尔,"you; that, those; final particle"
[4.13] 微,微,wēi,,,,稍微,"small, prefix micro-, trifling"
[4.13] 惊,惊,jīng,,,,吃惊,"frighten, surprise, startle"
[4.13] 概,概,gài,,,,大概,"generally, approximately"
[4.13] 演,演,yǎn,,,,表演、演出、演员,"perform, put on; exercise"
[4.13] 申,申,shēn,,,,申请,"to state to a superior, report; extend; 9th terrestrial branch"
[4.13] 省,省,shěng,,,,省、广东省,"province; save, economize"
[4.13] 础,础,chǔ,,,,基础,"foundation stone, plinth"
[4.13] 稍,稍,shāo,,,,稍微,"little, slightly; rather"
[4.13] 继,继,jì,,,,继续,"continue, maintain, carry on"
[4.13] 续,续,xù,,,,继续,"continue, carry on; succeed"
[4.13] 袋,袋,dài,,,,纸袋、袋（子）、塑料袋,"pocket, bag, sack, pouch"
[4.13] 观,观,guān,,,,观众、参观,"see, observe, view; appearance"
[4.13] 遍,遍,biàn,,,,遍、普遍,"everywhere, all over, throughout"
[4.14] 丟,丟,diū,,,,丟,"discard, reject, lose"
[4.14] 乘,乘,chéng,,,,乘坐,"ride, ascend; avail oneself of; numerary adjunct for vehicles"
[4.14] 停,停,tíng,,,,停,"stop, suspend, delay; suitable"
[4.14] 励,励,lì,,,,鼓励,strive; encourage
[4.14] 圾,圾,jī,,,,垃圾桶、垃圾,"garbage, rubbish; shaking; danger"
[4.14] 垃,垃,lā,,,,垃圾桶、垃圾,"garbage, refuse, waste"
[4.14] 塑,塑,sù,,,,塑料袋,"model in clay, sculpt; plastics"
[4.14] 巾,巾,jīn,,,,毛巾,kerchief; towel; turban; KangXi radical number 50
[4.14] 扔,扔,rēng,,,,扔,"throw, hurl; throw away, cast"
[4.14] 抱,抱,bào,,,,抱歉、抱,"embrace, hold in arms, enfold"
[4.14] 拒,拒,jù,,,,拒绝,"ward off with hand, defend"
[4.14] 暖,暖,nuǎn,,,,暖、暖和,"warm, genial"
[4.14] 染,染,rǎn,,,,污染,dye; be contagious; infect
[4.14] 桶,桶,tǒng,,,,垃圾桶,"pail, bucket, tub; cask, keg"
[4.14] 歉,歉,qiàn,,,,抱歉、道歉,"deficient, lacking, insufficient"
[4.14] 毛,毛,máo,,,,毛巾、毛、羽毛球,"hair, fur, feathers; coarse"
[4.14] 污,污,wū,,,,污染,"filthy, dirty, impure, polluted"
[4.14] 温,温,wēn,,,,温度、气温,lukewarm
[4.14] 盒,盒,hé,,,,盒子,small box or case; casket
[4.14] 绝,绝,jué,,,,拒绝,"to cut, sever, break off, terminate"
[4.14] 脏,脏,zàng,,,,脏,"internal organs, viscera; dirty"
[4.14] 膏,膏,gāo,,,,牙膏,"grease, fat; paste, ointment"
[4.14] 速,速,sù,,,,速度、高速公路,"quick, prompt, speedy"
[4.14] 鼓,鼓,gǔ,,,,鼓励,"drum; beat, top, strike"
[4.15] 傲,傲,ào,,,,骄傲,"proud, haughty, overbearing"
[4.15] 厕,厕,cè,,,,厕所,"mingle with; toilet, lavatory"
[4.15] 寒,寒,hán,,,,寒假,"cold, wintry, chilly"
[4.15] 弄,弄,nòng,,,,弄,"do, play or fiddle with; alley"
[4.15] 弹,弹,dàn,,,,弹钢琴,"pellet, bullet, shot, shell"
[4.15] 怀,怀,huái,,,,怀疑,"bosom, breast; carry in bosom"
[4.15] 懒,懒,lǎn,,,,懒,"lazy, languid, listless"
[4.15] 扬,扬,yáng,,,,表扬,"scatter, spread; praise"
[4.15] 批,批,"pī, pí",,,,批评,"comment, criticize; wholesale"
[4.15] 敲,敲,qiāo,,,,敲,"strike, beat, pound, hammer; rap"
[4.15] 整,整,zhěng,,,,整理,"orderly, neat, tidy; whole"
[4.15] 棒,棒,bàng,,,,棒,"stick, club, truncheon; hit"
[4.15] 琴,琴,qín,,,,弹钢琴,Chinese lute or guitar
[4.15] 疑,疑,yí,,,,怀疑,"doubt, question, suspect"
[4.15] 童,童,tóng,,,,儿童、六一儿童节,"child, boy, servant boy; virgin"
[4.15] 笨,笨,bèn,,,,笨,"foolish, stupid, dull; awkward"
[4.15] 粗,粗,cū,,,,粗心,"rough, thick, course; rude"
[4.15] 羞,羞,xiū,,,,害羞,"disgrace, shame; ashamed; shy"
[4.15] 评,评,píng,,,,批评,"appraise, criticize, evaluate"
[4.15] 赶,赶,gǎn,,,,赶,"pursue, follow; expel, drive away"
[4.15] 针,针,zhēn,,,,打针,needle; pin; tack; acupuncture
[4.15] 钢,钢,gāng,,,,弹钢琴,"steel; hard, strong, tough"
[4.15] 闹,闹,"nào, nao",,,,闹钟、热闹,quarrel; dispute hotly
[4.15] 骄,骄,jiāo,,,,骄傲,spirited horse; haughty
[4.15] 骗,骗,piàn,,,,骗,"swindle, cheat out of, defraud"
[4.16] 代,代,dài,,,,代表,"replace, replacement (of person or generation); era, generation"
[4.16] 伙,伙,huǒ,,,,小伙子,"companion, colleague; utensils"
[4.16] 传,传,chuán,,,,传真,"summon; propagate, transmit"
[4.16] 博,博,bó,,,,博士,"gamble, play games; wide, broad"
[4.16] 呀,呀,ya,,,,呀,particle used to express surprise or mild emphasis; (Cant.) slurred form of the number ten
[4.16] 导,导,dǎo,,,,导游,"direct, guide, lead, conduct"
[4.16] 尊,尊,zūn,,,,尊重,"respect, revere, venerate; honor"
[4.16] 底,底,dǐ,,,,到底、底,"bottom, underneath, underside"
[4.16] 恐,恐,kǒng,,,,恐怕,"fear; fearful, apprehensive"
[4.16] 挂,挂,guà,,,,挂,"hang, suspend; suspense"
[4.16] 推,推,tuī,,,,推、推迟,"push, expel; push forward"
[4.16] 激,激,jī,,,,激动,"arouse, excite, incite; quickly"
[4.16] 码,码,mǎ,,,,号码、密码,"number, numerals; yard; symbol"
[4.16] 签,签,qiān,,,,签证,"sign, endorse; slip of paper"
[4.16] 虎,虎,"hǔ, hu",,,,马虎、老虎,"tiger; brave, fierce; surname"
[4.16] 谅,谅,liàng,,,,原谅,"excuse, forgive; guess, presume"
[4.16] 貌,貌,mào,,,,礼貌,"countenance, appearance"
[4.16] 输,输,shū,,,,输,"transport, carry, haul"
[4.16] 郊,郊,jiāo,,,,郊区,"suburbs; waste land, open spaces"
[4.16] 预,预,yù,,,,预习,"prepare, arrange; in advance"
[4.17] 争,争,zhēng,,,,竞争,"dispute, fight, contend, strive"
[4.17] 亚,亚,,,,,亚洲,Asia; second
[4.17] 仍,仍,réng,,,,仍然,"yet, still, as ever; again; keep -ing, continuing"
[4.17] 倒,倒,dào,,,,倒,fall over; lie down; take turns
[4.17] 列,列,liè,,,,排列,"a line; to arrange in order, classify"
[4.17] 剩,剩,shèng,,,,剩,"leftovers, residue, remains"
[4.17] 娜,娜,nà,,,,安娜,"elegant, graceful, delicate"
[4.17] 播,播,bō,,,,广播,"sow, spread; broadcast; cast away, reject"
[4.17] 暑,暑,shǔ,,,,放暑假,hot
[4.17] 梦,梦,mèng,,,,梦,dream; visionary; wishful
[4.17] 森,森,sēn,,,,森林,forest; luxuriant vegetation
[4.17] 泼,泼,po,,,,活泼,"pour, splash, water, sprinkle"
[4.17] 洋,洋,yáng,,,,海洋,"ocean, sea; foreign; western"
[4.17] 洲,洲,zhōu,,,,亚洲,continent; island; islet
[4.17] 社,社,shè,,,,社会,"god of the soil and altars to him; group of families; company, society"
[4.17] 竞,竞,jìng,,,,竞争,"contend, vie, compete"
[4.17] 趟,趟,tàng,,,,趟,"time, occasion; take journey"
[4.17] 队,队,duì,,,,排队,"team, group; army unit"
[4.18] 付,付,fù,,,,付款,"give, deliver, pay, hand over; entrust"
[4.18] 允,允,yǔn,,,,允许,"to grant, to allow, to consent"
[4.18] 危,危,wēi,,,,危险,"dangerous, precarious; high"
[4.18] 咸,咸,xián,,,,咸,"together; all, completely; united"
[4.18] 址,址,zhǐ,,,,地址,"site, location, land for house"
[4.18] 密,密,mì,,,,密码,"dense, thick, close; intimate"
[4.18] 察,察,chá,,,,警察,"examine, investigate; notice"
[4.18] 封,封,fēng,,,,信封,"letter, envelope; feudal"
[4.18] 局,局,jú,,,,邮局,"bureau, office; circumstance"
[4.18] 座,座,zuò,,,,座、座位,"seat; stand, base"
[4.18] 技,技,jì,,,,技术、科技,"skill, ability, talent, ingenuity"
[4.18] 抓,抓,zhuā,,,,抓,"scratch; clutch, seize, grab"
[4.18] 桥,桥,qiáo,,,,桥、长江大桥,"bridge; beam, crosspiece"
[4.18] 款,款,kuǎn,,,,付款,"item, article; clause; fund"
[4.18] 泉,泉,quán,,,,矿泉水,"spring, fountain; wealth, money"
[4.18] 矿,矿,kuàng,,,,矿泉水,"mine; mineral, ore"
[4.18] 秒,秒,miǎo,,,,秒,beard of grain or corn; a second
[4.18] 纪,纪,jì,,,,世纪,"record, annal, historical account"
[4.18] 落,落,luò,,,,降落,"fall, drop; net income, surplus"
[4.18] 警,警,jǐng,,,,警察,"guard, watch; alert, alarm"
[4.18] 迷,迷,mí,,,,迷路,"bewitch, charm, infatuate"
[4.18] 险,险,xiǎn,,,,危险,"narrow pass, strategic point"
[4.19] 乒,乒,pīng,,,,乒乓球,used with “pong” (U+4E53 乓) for “ping pong”
[4.19] 乓,乓,pāng,,,,乒乓球,used with “ping” (U+4E52 乒) for “ping pong”
[4.19] 刀,刀,dāo,,,,刀,knife; old coin; measure
[4.19] 占,占,zhàn,,,,占线,divine; observe; versify
[4.19] 厨,厨,chú,,,,厨房,kitchen; closet; cupboard
[4.19] 吵,吵,chǎo,,,,吵,"argue, dispute; disturb, annoy"
[4.19] 呼,呼,hu,,,,打招呼,"breathe sigh, exhale; call, shout"
[4.19] 戴,戴,dài,,,,戴,wear on top; support
[4.19] 抬,抬,tái,,,,抬,"lift, carry"
[4.19] 止,止,zhǐ,,,,禁止,"stop, halt, desist; detain"
[4.19] 破,破,pò,,,,破,"break, ruin, destroy; rout"
[4.19] 禁,禁,jìn,,,,禁止,"restrict, prohibit, forbid"
[4.19] 籍,籍,jí,,,,国籍,"record, register, list; census"
[4.19] 线,线,xiàn,,,,占线,"line, thread, wire; clue"
[4.19] 羽,羽,yǔ,,,,羽毛球,"feather, plume; wings; rad. 124"
[4.19] 胳,胳,gē,,,,胳膊,"armpit, arms"
[4.19] 脱,脱,tuō,,,,脱,take off
[4.19] 膊,膊,bo,,,,胳膊,"shoulders, upper arms"
[4.19] 蹈,蹈,dǎo,,,,舞蹈,stamp feet; dance
[4.19] 转,转,zhuǎn,,,,转,"shift, move, turn"
[4.19] 饺,饺,jiǎo,,,,饺子,stuffed dumplings
[4.20] 匙,匙,shi,,,,钥匙,spoon; surname
[4.20] 存,存,cún,,,,存,"exist, live, be; survive; remain"
[4.20] 怜,怜,lián,,,,可怜,"pity, sympathize"
[4.20] 扮,扮,ban,,,,打扮,dress up; dress up as
[4.20] 拾,拾,shi,,,,收拾,"pick up, collect, tidy up; accounting form of the numeral ten"
[4.20] 族,族,zú,,,,民族,"a family clan, ethnic group, tribe"
[4.20] 棵,棵,kē,,,,棵,numerary adjunct for trees
[4.20] 民,民,mín,,,,民族,"people, subjects, citizens"
[4.20] 江,江,jiāng,,,,长江、长江大桥,large river; yangzi; surname
[4.20] 汤,汤,tāng,,,,汤,"hot water; soup, gravy, broth"
[4.20] 油,油,yóu,,,,加油站、加油,"oil, fat, grease, lard; paints"
[4.20] 烤,烤,kǎo,,,,烤鸭,"bake, roast, toast, cook"
[4.20] 牌,牌,pái,,,,登机牌,"signboard, placard"
[4.20] 登,登,dēng,,,,登机牌,"rise, mount, board, climb"
[4.20] 航,航,háng,,,,航班,"sail; navigate; ship, boat"
[4.20] 贺,贺,hè,,,,祝贺,congratulate; send present
[4.20] 辣,辣,là,,,,辣,"peppery, pungent, hot; cruel"
[4.20] 酸,酸,suān,,,,酸,"tart, sour; acid; stiff; spoiled"
[4.20] 钥,钥,yào,,,,钥匙,key; lock
[4.20] 鸭,鸭,yā,,,,烤鸭,duck; Anas species (various)
